"","salary","age","elevel","car","zipcode","credit","brand"
"11708",54496.32543,47,2,1,0,599.44,"Elago"
"11709",44703.53468,28,1,20,8,483.65,"Elago"
"11710",90312.64966,72,2,9,7,581.23,"Elago"
"11711",135184.9025,36,3,19,4,731.24,"Elago"
"11712",114934.4818,53,3,10,4,638.07,"Elago"
"11713",20000,45,1,8,3,476.1,"Elago"
"11714",140639.0634,51,4,13,5,759.42,"Elago"
"11715",123149.0881,66,2,14,4,705.05,"Belkin"
"11718",75298.11902,62,3,19,5,567.9,"Belkin"
"11719",143044.4426,63,3,10,3,786.79,"Belkin"
"11721",91869.47151,58,3,6,1,567.39,"Belkin"
"11725",78430.24096,80,2,19,4,545.37,"Belkin"
"11726",30406.52511,56,2,18,1,513.85,"Belkin"
"11728",25241.0673,41,1,6,8,508.6,"Elago"
"11729",76262.1853,59,2,16,2,643.37,"Elago"
"11730",34093.79709,27,2,15,8,562.59,"Elago"
"11736",127133.1992,55,3,2,0,791.65,"Belkin"
"11737",22371.76722,29,2,8,1,429.87,"Elago"
"11738",130659.3274,29,2,13,0,729.9,"Elago"
"11740",55084.80847,80,2,16,3,531.29,"Belkin"
"11741",69341.48891,49,3,19,2,681.58,"Elago"
"11742",62299.45649,80,2,20,4,511.03,"Belkin"
"11743",91541.28751,31,2,3,7,614.99,"Belkin"
"11744",107286.3058,26,3,17,5,762.18,"Elago"
"11745",26921.79773,42,1,15,4,543.39,"Elago"
"11747",133548.1379,80,3,1,1,760.02,"Belkin"
"11749",74149.14519,80,2,6,8,571.94,"Belkin"
"11751",85221.70355,72,3,19,3,707.22,"Elago"
"11753",67877.12367,80,3,15,7,563.15,"Belkin"
"11754",57141.46899,36,2,17,0,603.03,"Elago"
"11755",98290.97585,56,2,9,5,684.59,"Belkin"
"11756",46620.66817,72,2,19,3,564.64,"Elago"
"11757",79991.49772,38,2,17,7,704.84,"Belkin"
"11758",121274.6772,52,3,14,1,687.17,"Belkin"
"11762",55548.40693,34,2,12,7,511,"Elago"
"11763",20000,53,1,17,3,440.48,"Elago"
"11764",118627.5852,71,3,14,5,754.37,"Belkin"
"11765",128721.9488,26,4,1,5,696.21,"Elago"
"11766",59945.08036,37,2,19,1,518.68,"Elago"
"11768",60300.0968,66,3,20,6,513.43,"Belkin"
"11769",137026.934,33,2,3,7,647.71,"Elago"
"11770",26370.1659,49,2,15,7,534.12,"Elago"
"11771",149440.2904,61,3,11,6,689.15,"Belkin"
"11772",65868.70339,33,2,8,7,585.67,"Belkin"
"11773",30086.99518,41,1,15,5,551.23,"Elago"
"11774",36727.9501,75,2,12,6,607.49,"Elago"
"11776",29178.96509,53,2,5,3,613.43,"Elago"
"11778",122964.188,73,2,3,4,699.68,"Belkin"
"11782",97736.75249,21,2,1,2,597.63,"Elago"
"11783",133141.3573,59,2,16,0,795.8,"Belkin"
"11784",74231.6297,63,2,4,1,579.32,"Belkin"
"11788",129629.2437,25,3,3,8,801.96,"Elago"
"11789",24356.50804,71,1,15,3,515.49,"Belkin"
"11791",132559.1068,70,3,17,1,810.83,"Elago"
"11796",144175.952,47,3,11,6,837.38,"Elago"
"11798",105581.5778,44,2,13,2,638.09,"Belkin"
"11799",30149.10585,53,2,20,4,487.64,"Elago"
"11800",76887.06635,43,2,8,7,555.75,"Belkin"
"11801",20000,20,1,20,5,446.01,"Elago"
"11802",66656.09255,47,1,3,2,613.8,"Elago"
"11803",77687.47408,22,2,1,3,647.3,"Elago"
"11804",29112.35851,57,2,7,0,507.89,"Belkin"
"11807",80346.77997,64,2,8,5,561.8,"Elago"
"11812",146406.819,48,4,17,8,804.85,"Elago"
"11813",39318.83864,40,1,20,6,482.99,"Elago"
"11815",117854.1122,76,3,3,3,715.22,"Belkin"
"11816",74482.54308,49,2,10,4,695.26,"Belkin"
"11818",50433.01539,47,1,8,4,609.55,"Belkin"
"11820",42584.68729,77,2,3,2,611.82,"Elago"
"11824",146084.4597,31,3,2,2,677.78,"Elago"
"11826",137735.4133,54,4,1,6,722.16,"Elago"
"11827",117989.8046,42,2,10,0,637.98,"Belkin"
"11828",85553.37611,34,2,7,0,599.97,"Belkin"
"11831",72781.02584,22,2,20,6,643.66,"Elago"
"11833",138882.1847,45,3,5,3,776.68,"Elago"
"11834",54876.78552,28,2,8,5,597.81,"Elago"
"11835",146126.3116,66,4,11,3,713.28,"Elago"
"11836",51667.38702,70,2,1,8,608.6,"Belkin"
"11838",46829.85485,61,2,4,4,573.7,"Elago"
"11842",21868.12471,35,2,20,8,473.03,"Elago"
"11847",96467.19575,54,2,1,0,572.5,"Belkin"
"11848",20000,38,1,12,1,452.76,"Elago"
"11850",68056.5461,33,2,19,3,528.59,"Belkin"
"11851",109688.0426,23,2,7,3,757.7,"Belkin"
"11852",144606.9184,36,3,16,6,734.31,"Elago"
"11853",116222.8823,42,2,12,5,760.5,"Belkin"
"11855",25991.25095,65,2,8,0,497.11,"Elago"
"11857",95447.08802,75,3,7,2,598.7,"Elago"
"11858",116735.9488,28,2,13,1,664.83,"Elago"
"11860",98376.0712,30,3,16,6,604.48,"Elago"
"11861",21686.97161,73,1,15,7,550.83,"Belkin"
"11863",35493.0195,53,2,20,5,603.57,"Elago"
"11864",107642.1791,76,3,13,6,588.56,"Elago"
"11866",85731.7071,57,3,4,3,643.05,"Belkin"
"11868",20000,45,1,15,3,454.16,"Elago"
"11870",116696.1203,51,2,1,0,656.91,"Belkin"
"11872",123706.1582,41,3,5,2,666.65,"Belkin"
"11873",75550.59401,62,2,5,3,582.05,"Elago"
"11874",121412.3944,35,2,13,3,717.08,"Elago"
"11875",137020.5788,58,4,16,7,776.77,"Belkin"
"11876",84276.90563,48,3,6,1,651.14,"Belkin"
"11877",121132.2081,22,3,8,8,723.73,"Elago"
"11880",28467.7942,67,1,7,1,492.55,"Belkin"
"11881",53604.0791,32,3,8,6,656.73,"Elago"
"11882",80746.75557,33,2,13,4,689.64,"Belkin"
"11885",33517.41991,60,1,20,3,508.02,"Elago"
"11886",46176.0494,42,2,19,4,562.9,"Elago"
"11887",50992.18577,51,2,18,2,582.28,"Elago"
"11888",101919.2398,42,2,13,8,577.76,"Belkin"
"11889",77422.16589,52,2,3,8,588.61,"Belkin"
"11890",57262.61292,40,2,20,1,495.1,"Elago"
"11891",118609.3138,48,2,14,5,727.1,"Belkin"
"11892",41681.86846,80,2,18,0,634.03,"Elago"
"11893",149199.9534,30,3,6,7,748.45,"Elago"
"11894",99363.36485,72,3,2,1,601.02,"Elago"
"11896",45121.14369,59,1,3,7,588.14,"Belkin"
"11897",43193.43307,69,2,7,3,564.03,"Belkin"
"11898",30674.54406,59,2,18,0,550.66,"Elago"
"11901",38597.51589,25,2,8,7,556.89,"Elago"
"11902",146312.8421,64,4,1,1,684.05,"Belkin"
"11903",28005.15678,80,2,15,4,590.7,"Belkin"
"11905",85789.74197,38,3,18,3,692.38,"Belkin"
"11906",107692.4743,56,3,12,7,700.43,"Belkin"
"11909",113236.3836,24,3,7,7,670.74,"Elago"
"11910",38695.42447,67,2,15,6,630.44,"Elago"
"11912",82332.67683,63,2,7,6,711.78,"Belkin"
"11913",138178.8772,53,4,1,3,683.3,"Elago"
"11914",67193.59796,66,3,16,6,665.03,"Belkin"
"11916",36970.03402,48,2,5,7,489.23,"Elago"
"11917",129550.894,20,3,14,4,760.3,"Elago"
"11919",80468.79084,50,3,8,0,547.52,"Belkin"
"11920",84192.71159,33,2,4,8,663.96,"Belkin"
"11921",51539.94366,24,2,15,6,628.03,"Elago"
"11922",86185.20588,60,3,19,0,617.93,"Belkin"
"11924",81868.92329,63,2,6,5,630.7,"Belkin"
"11925",124382.4906,72,2,9,1,677.35,"Elago"
"11927",31908.8107,75,2,18,2,612.83,"Belkin"
"11928",74815.39244,55,2,3,8,620.06,"Belkin"
"11929",68229.4536,74,3,3,6,589.66,"Belkin"
"11931",39443.51881,20,2,20,8,512.87,"Elago"
"11933",100498.702,53,2,14,7,613.91,"Belkin"
"11934",150000,75,3,3,4,742.04,"Elago"
"11935",73596.05249,55,2,7,4,687.24,"Belkin"
"11936",50792.28293,48,2,8,1,591.69,"Elago"
"11937",39978.4152,71,1,15,2,588.37,"Belkin"
"11938",142501.3636,54,3,6,5,815.14,"Elago"
"11939",131383.8136,70,4,1,8,671.47,"Belkin"
"11941",108105.3729,74,3,14,3,741.19,"Elago"
"11943",129829.2129,48,3,10,2,702.7,"Elago"
"11944",85885.4978,35,2,17,1,563.83,"Elago"
"11946",29296.25798,30,1,8,5,581.02,"Elago"
"11947",67302.1362,20,1,3,5,616.82,"Belkin"
"11948",94466.54364,55,2,8,4,658.77,"Belkin"
"11949",24004.17222,41,1,15,2,504.98,"Elago"
"11950",108877.0311,54,3,4,2,697.81,"Belkin"
"11951",144880.2223,71,4,6,4,724.06,"Elago"
"11952",46030.63304,59,2,3,1,522.58,"Elago"
"11953",41934.88511,31,2,18,2,561.04,"Elago"
"11954",34196.485,72,2,19,4,538.33,"Belkin"
"11955",91814.16308,64,2,4,3,709.19,"Elago"
"11957",49026.70944,60,2,15,6,549.31,"Belkin"
"11958",87629.93414,60,2,7,7,695.54,"Elago"
"11959",23102.7982,65,1,18,0,498.4,"Elago"
"11960",120626.7968,50,2,10,6,613.06,"Belkin"
"11962",85159.93134,67,2,1,1,638.43,"Belkin"
"11964",116040.069,39,2,4,0,630.03,"Elago"
"11965",117028.9688,31,3,6,2,738.91,"Elago"
"11967",56674.41196,20,2,4,7,528.1,"Elago"
"11968",87316.57937,36,2,8,4,645.3,"Belkin"
"11969",105357.8343,23,3,14,7,647.4,"Elago"
"11970",111871.7778,52,3,10,6,695.07,"Belkin"
"11971",115964.7441,53,2,13,6,725.78,"Belkin"
"11973",112030.0261,23,2,9,7,602.16,"Elago"
"11975",113125.186,66,3,14,1,602.61,"Elago"
"11976",83271.0545,78,3,18,1,551.06,"Belkin"
"11977",57917.63328,73,3,7,2,631.41,"Elago"
"11978",53036.0956,31,1,6,2,525.35,"Elago"
"11980",122195.0708,64,2,16,1,640.07,"Belkin"
"11981",68075.25018,75,2,10,8,579.71,"Belkin"
"11982",132111.7282,28,3,3,3,798.64,"Elago"
"11983",52663.62308,53,3,18,2,530.05,"Elago"
"11984",115253.8138,48,3,9,0,665.6,"Belkin"
"11986",33130.63839,80,2,15,3,618.74,"Belkin"
"11988",65316.67294,59,2,20,3,526.06,"Belkin"
"11989",65331.51119,32,2,15,6,667.94,"Belkin"
"11990",111544.0189,56,3,3,4,658.66,"Belkin"
"11991",92257.80601,69,3,5,0,609.65,"Belkin"
"11992",89560.13496,65,2,17,8,697.27,"Elago"
"11993",47261.38661,69,2,7,3,497.74,"Belkin"
"11994",62487.8745,73,2,7,3,538.44,"Elago"
"11995",143752.8999,20,3,11,1,830.91,"Elago"
"11996",99800.40868,43,3,12,5,750.21,"Belkin"
"11997",37928.23969,80,1,3,3,538.97,"Belkin"
"11999",38128.72152,70,2,16,2,529.16,"Belkin"
"12000",110496.8104,62,3,1,2,729.59,"Belkin"
"12001",81029.51074,51,2,3,7,554.88,"Belkin"
"12003",102210.7106,38,3,8,0,663.02,"Belkin"
"12004",81533.7983,57,3,7,0,651.66,"Belkin"
"12005",80864.30579,52,2,6,2,589.7,"Belkin"
"12006",49188.74131,71,1,15,6,534.32,"Belkin"
"12008",87638.11923,49,2,8,0,620.61,"Belkin"
"12011",39235.00886,26,1,20,7,525.99,"Elago"
"12012",111507.8134,41,2,16,7,753.85,"Elago"
"12013",112032.6083,77,2,13,4,596.84,"Elago"
"12014",106171.655,64,2,13,7,629.65,"Belkin"
"12019",122201.0689,80,3,20,0,692.55,"Belkin"
"12020",62530.08169,33,2,19,3,546.81,"Elago"
"12026",109013.007,56,2,3,3,629.47,"Belkin"
"12027",35353.37627,78,2,12,5,542.35,"Elago"
"12028",132294.4366,57,2,4,1,702.52,"Belkin"
"12029",35821.31543,58,2,3,3,571.32,"Belkin"
"12030",61416.14174,63,1,7,1,617.92,"Belkin"
"12031",70672.65805,62,3,19,6,675.03,"Belkin"
"12032",134914.8805,41,3,1,7,820.54,"Elago"
"12033",128514.3376,68,3,14,7,784.67,"Elago"
"12034",89515.94942,67,2,10,5,667.08,"Belkin"
"12035",99338.25258,78,2,3,4,720.09,"Belkin"
"12036",120677.1773,62,3,4,1,694.04,"Belkin"
"12037",81528.09962,59,3,17,7,638.83,"Belkin"
"12041",71731.58393,44,2,4,5,535.04,"Elago"
"12042",81148.06492,79,2,18,2,580.13,"Belkin"
"12044",73436.68032,40,1,7,3,597.27,"Elago"
"12046",56419.62867,30,2,7,0,573.57,"Elago"
"12048",131449.8368,67,4,6,2,738.99,"Belkin"
"12049",62794.69235,33,2,18,1,591.1,"Elago"
"12051",90359.00162,77,2,9,2,635,"Belkin"
"12052",136553.7315,41,2,14,1,657.6,"Elago"
"12053",88594.9374,76,3,15,8,650.68,"Belkin"
"12055",123141.2249,32,2,7,5,650.12,"Elago"
"12057",129397.0789,71,4,1,4,704.7,"Elago"
"12059",23043.77112,55,1,18,6,599.33,"Elago"
"12060",82535.35312,41,2,12,3,637.22,"Elago"
"12061",92417.81235,43,2,2,0,568.03,"Belkin"
"12062",20000,61,1,15,1,528.93,"Belkin"
"12063",101990.0444,78,3,14,2,692.13,"Belkin"
"12064",54536.38305,31,3,6,5,614.05,"Elago"
"12066",59849.42609,77,2,12,8,615.51,"Belkin"
"12067",29139.374,35,1,12,8,522.91,"Elago"
"12068",84682.44085,26,3,7,2,626.87,"Elago"
"12069",120448.1689,26,2,1,3,738.38,"Elago"
"12070",69153.16551,32,3,7,3,577.16,"Belkin"
"12071",45565.31041,25,2,18,8,590.5,"Belkin"
"12072",92030.54842,41,2,1,1,658.66,"Belkin"
"12074",103970.5402,63,2,19,3,653.85,"Belkin"
"12077",77370.79954,28,2,9,3,531.45,"Belkin"
"12080",29863.30142,31,1,18,4,474.18,"Elago"
"12082",115828.4069,60,2,6,5,771.42,"Belkin"
"12083",41661.46872,60,1,10,4,521.07,"Belkin"
"12084",122282.2972,73,3,5,3,788.51,"Belkin"
"12085",60305.33221,29,3,3,0,523.38,"Elago"
"12086",123739.4464,29,3,4,3,700.11,"Elago"
"12089",88237.01228,28,2,20,8,665.07,"Belkin"
"12091",141443.3933,22,4,14,2,754.41,"Elago"
"12093",62006.48109,78,2,3,0,517.35,"Elago"
"12094",37536.47674,36,1,12,3,488.39,"Elago"
"12095",98611.82261,40,2,5,0,623.69,"Belkin"
"12096",146751.7092,51,3,20,1,787.96,"Elago"
"12097",25914.21165,62,2,20,7,512.68,"Belkin"
"12098",127974.6674,22,3,17,8,732.94,"Elago"
"12100",114157.4705,33,2,13,8,719.41,"Elago"
"12101",50244.19778,53,2,4,1,620.33,"Elago"
"12104",52038.46025,36,2,10,7,533.34,"Elago"
"12105",30986.95093,53,1,18,6,600.4,"Elago"
"12106",93601.66491,41,2,14,8,726.72,"Belkin"
"12107",124161.4306,67,3,3,5,619.72,"Elago"
"12108",105992.209,20,3,4,7,608.18,"Elago"
"12109",72137.56584,54,1,10,5,634.83,"Elago"
"12111",46994.05113,20,2,10,8,631.27,"Belkin"
"12112",75947.15611,75,2,17,2,705.75,"Belkin"
"12113",128979.4817,74,3,19,5,661.64,"Elago"
"12114",132373.1711,67,3,9,3,734.5,"Belkin"
"12115",69316.25639,38,1,3,3,550.51,"Belkin"
"12116",23404.14112,80,1,15,7,433.84,"Elago"
"12117",149052.9543,71,3,11,4,758.37,"Belkin"
"12118",92418.68864,31,2,14,1,647.29,"Belkin"
"12120",69248.37255,60,2,3,5,673.13,"Elago"
"12121",110855.6202,78,3,1,6,694.79,"Belkin"
"12122",96160.32369,61,3,6,3,685.39,"Belkin"
"12123",34890.11698,40,1,15,3,585.9,"Elago"
"12127",52356.50614,60,2,8,0,503.33,"Belkin"
"12131",76156.03008,80,3,15,3,549.74,"Belkin"
"12132",20951.19744,68,1,15,0,559.34,"Belkin"
"12135",129665.9791,53,2,10,8,783.26,"Elago"
"12138",21697.02057,41,1,18,8,598.89,"Elago"
"12140",111631.4979,68,2,1,0,603.75,"Elago"
"12141",41923.32071,58,2,6,3,564.03,"Elago"
"12142",66825.12048,70,2,20,8,567.6,"Belkin"
"12144",103899.3153,66,3,10,8,669.95,"Elago"
"12146",120088.6858,59,4,1,7,740.68,"Belkin"
"12147",30382.65349,45,2,1,8,591.46,"Elago"
"12150",141750.0775,44,3,11,5,766.84,"Elago"
"12151",26610.90229,22,2,18,3,553.22,"Elago"
"12152",127701.1537,64,4,5,0,633.17,"Belkin"
"12153",128712.5256,52,2,5,7,806.36,"Belkin"
"12154",22258.86868,53,1,18,0,554.4,"Elago"
"12155",64058.25419,42,1,6,6,535.05,"Elago"
"12156",80821.3791,42,2,5,2,595.34,"Belkin"
"12158",139421.7194,24,3,8,0,774.88,"Elago"
"12159",26793.53596,62,1,20,5,464.9,"Belkin"
"12160",88776.53739,56,2,15,4,560.08,"Belkin"
"12161",49228.42605,75,2,20,8,503.22,"Belkin"
"12162",70251.48563,24,2,4,7,665.71,"Belkin"
"12164",53457.69674,37,2,5,8,525.48,"Belkin"
"12165",91947.70597,73,2,12,6,644.82,"Belkin"
"12166",90596.05417,33,2,14,0,583.93,"Belkin"
"12167",65272.56799,37,3,3,4,568.29,"Belkin"
"12168",39535.1457,68,2,5,6,594.09,"Belkin"
"12170",59218.07706,69,2,8,2,532.74,"Elago"
"12171",28393.7404,33,1,18,3,572.5,"Elago"
"12172",50052.87287,78,1,3,3,520.16,"Belkin"
"12173",143814.5729,49,3,11,4,768.22,"Elago"
"12175",98525.96985,50,3,9,2,662.27,"Belkin"
"12176",102128.6963,59,2,13,0,586.05,"Belkin"
"12177",136757.6272,52,3,10,0,678.7,"Elago"
"12178",113964.2002,60,3,3,7,670.9,"Belkin"
"12181",120265.442,52,3,14,3,647.85,"Belkin"
"12186",47665.57714,55,2,15,8,513.61,"Elago"
"12187",53941.60083,49,2,18,8,503.88,"Elago"
"12189",44066.98758,28,2,7,7,537.06,"Elago"
"12193",20609.88696,34,2,15,8,577.41,"Elago"
"12194",137997.592,27,3,14,4,776.2,"Elago"
"12195",136277.9699,78,3,20,8,684.71,"Elago"
"12197",21390.9189,47,1,15,8,569.11,"Elago"
"12198",98089.14455,67,3,9,0,721.31,"Belkin"
"12199",126850.5478,57,2,20,8,679.13,"Belkin"
"12201",43605.00829,48,2,19,8,523.29,"Elago"
"12202",116246.0589,80,4,1,6,681.87,"Belkin"
"12203",124790.5656,54,3,12,7,625.32,"Belkin"
"12204",65364.85288,45,3,7,5,628.6,"Elago"
"12205",111165.2704,45,3,17,1,736.52,"Belkin"
"12207",71405.25919,61,1,7,5,592.42,"Belkin"
"12208",129543.1619,79,2,17,0,714.87,"Belkin"
"12209",36823.4902,53,1,15,7,604.71,"Elago"
"12210",95990.62913,73,2,14,7,747.11,"Belkin"
"12211",68680.97114,61,1,3,4,668.19,"Belkin"
"12212",124214.2178,80,3,20,5,760.45,"Elago"
"12214",47507.55036,76,1,19,7,572.02,"Belkin"
"12215",109573.6359,45,3,19,7,752.67,"Belkin"
"12216",111868.82,20,3,8,3,637.17,"Elago"
"12219",26122.29574,65,1,3,4,514.32,"Belkin"
"12220",45598.07247,71,1,20,0,579.38,"Belkin"
"12221",147670.6223,45,3,4,7,738.53,"Elago"
"12222",116760.5739,20,3,2,6,738.84,"Elago"
"12224",93110.46113,64,2,15,6,601.05,"Elago"
"12225",40472.6178,36,2,7,4,471.87,"Elago"
"12228",20000,53,1,15,7,538.44,"Elago"
"12229",150000,22,3,11,4,721.85,"Elago"
"12230",142075.6212,41,4,1,3,699.47,"Elago"
"12231",55977.56093,28,3,19,0,566.25,"Belkin"
"12233",63498.89474,47,1,10,1,606.71,"Elago"
"12235",130201.3677,34,3,13,8,731.16,"Elago"
"12236",32072.89696,65,2,15,8,446,"Belkin"
"12239",65140.77862,58,2,10,3,651.05,"Belkin"
"12240",78781.20827,58,2,17,3,632.84,"Belkin"
"12241",91422.83724,76,2,6,8,592.42,"Elago"
"12242",59774.0375,49,1,15,8,579.8,"Elago"
"12244",52306.73354,25,1,7,3,590.59,"Belkin"
"12245",114932.0119,65,3,9,3,764.68,"Elago"
"12246",140448.4778,47,3,2,8,676.95,"Elago"
"12247",147441.6825,37,3,11,1,751.45,"Elago"
"12248",36313.03526,80,2,20,2,497.55,"Elago"
"12250",98571.82678,71,3,7,7,623.45,"Elago"
"12253",84347.25212,73,2,12,8,669,"Elago"
"12256",118994.2403,63,3,4,4,638.23,"Belkin"
"12257",64456.57626,71,2,4,1,539.89,"Belkin"
"12258",130243.3134,64,4,20,4,733.99,"Belkin"
"12259",66883.19278,26,1,19,6,541,"Belkin"
"12260",48219.29429,24,2,7,5,546.69,"Elago"
"12261",73792.18598,48,3,7,6,570.88,"Belkin"
"12262",75045.10373,75,3,2,8,576.05,"Belkin"
"12263",81718.43957,73,2,18,0,563.97,"Belkin"
"12264",62014.21786,46,2,12,6,616.5,"Elago"
"12265",114936.296,29,2,5,2,631.73,"Elago"
"12267",122894.358,23,3,2,7,766.92,"Elago"
"12268",30325.45202,68,1,18,4,462.4,"Belkin"
"12269",112812.7381,55,3,5,5,777.7,"Belkin"
"12271",47769.74504,21,1,16,0,577.71,"Elago"
"12273",30731.856,67,2,12,6,609.67,"Belkin"
"12274",63982.4961,64,2,18,3,624.43,"Belkin"
"12275",26841.50521,62,1,20,3,467.61,"Elago"
"12276",147669.0633,58,3,11,4,795.56,"Belkin"
"12278",51236.79979,71,1,19,5,565.26,"Belkin"
"12279",58780.97874,44,1,18,8,533.48,"Elago"
"12280",44613.19625,46,2,10,8,560.12,"Elago"
"12281",20000,39,2,20,0,512.91,"Elago"
"12282",91114.1604,24,2,16,2,649.5,"Belkin"
"12283",102054.4288,39,3,3,7,628.57,"Elago"
"12284",93306.8451,69,2,7,1,589.99,"Belkin"
"12285",149271.5498,60,3,11,6,758.18,"Elago"
"12288",70313.56816,29,2,6,5,525.34,"Belkin"
"12289",134182.5134,78,4,1,2,762.33,"Belkin"
"12290",127946.5849,22,3,14,3,698.42,"Elago"
"12291",140988.5868,35,2,10,5,753.24,"Elago"
"12292",113571.1464,31,3,6,1,763.31,"Elago"
"12294",144987.3334,34,4,8,0,797.8,"Elago"
"12298",29335.17834,28,1,20,7,451.34,"Elago"
"12299",87993.8416,59,3,19,8,647.24,"Belkin"
"12301",107947.9375,25,2,7,2,597.59,"Elago"
"12302",49970.6368,77,2,20,0,598.69,"Belkin"
"12304",38245.42495,75,2,8,1,553.42,"Elago"
"12305",37215.86278,79,2,10,8,624.14,"Belkin"
"12306",105885.1144,62,3,10,4,598.67,"Elago"
"12312",150000,32,3,11,5,705.5,"Belkin"
"12314",111285.059,75,3,1,5,748.44,"Elago"
"12315",138042.5107,39,3,4,5,667.22,"Elago"
"12320",140206.4121,70,2,11,0,826.27,"Elago"
"12321",61693.25543,27,2,6,1,633.64,"Elago"
"12322",150000,28,4,1,4,812.52,"Elago"
"12323",131652.837,51,3,17,8,686.1,"Elago"
"12324",75450.01621,51,3,12,8,677.26,"Elago"
"12325",150000,23,3,11,8,771.13,"Elago"
"12326",108720.6718,45,3,16,5,594.51,"Belkin"
"12329",39736.10098,60,1,20,6,517.28,"Elago"
"12330",56443.74254,46,2,19,6,546.32,"Elago"
"12331",77925.28065,40,3,12,5,593.31,"Belkin"
"12332",51695.17342,70,2,17,3,488.91,"Elago"
"12333",131207.1142,38,3,9,4,663.7,"Elago"
"12334",78112.50018,54,2,10,8,672.2,"Belkin"
"12335",76760.32073,48,3,4,2,546.88,"Belkin"
"12336",33886.78253,57,2,15,3,459.33,"Belkin"
"12337",68970.50419,58,2,10,7,535.89,"Elago"
"12338",75547.76133,79,2,16,7,596.51,"Belkin"
"12339",107036.73,73,3,3,8,613.48,"Elago"
"12341",56225.3371,51,1,7,8,502.44,"Elago"
"12342",84661.7498,68,3,12,0,693.61,"Elago"
"12344",95871.89108,38,2,5,3,738.97,"Belkin"
"12345",47002.35576,49,2,18,0,564.92,"Elago"
"12347",76464.06666,41,2,18,0,564.1,"Belkin"
"12348",134734.1484,51,2,9,8,756.42,"Elago"
"12350",111330.173,38,3,17,7,678.97,"Belkin"
"12351",61784.53699,72,2,12,0,591.05,"Belkin"
"12352",46323.50921,52,1,7,7,601.11,"Elago"
"12353",85238.05145,26,3,4,8,616.51,"Elago"
"12354",40911.41481,68,2,5,5,568.67,"Belkin"
"12355",128330.4252,28,3,7,6,794.49,"Elago"
"12356",89096.84069,58,2,1,4,564.24,"Belkin"
"12357",79502.31209,67,2,1,8,703.87,"Elago"
"12359",21847.3453,45,1,20,4,438.4,"Belkin"
"12361",74482.38597,54,2,3,4,577.5,"Elago"
"12364",131956.3753,32,2,7,3,663.9,"Belkin"
"12365",127140.8939,30,4,1,0,641.19,"Elago"
"12366",108960.4881,41,3,3,5,615.41,"Elago"
"12368",53395.65125,68,2,8,2,516.62,"Elago"
"12371",26240.08194,40,1,18,1,575.09,"Elago"
"12372",66513.32576,55,2,17,8,678.14,"Elago"
"12373",52884.69472,27,3,19,4,542.72,"Elago"
"12374",98538.56166,62,3,5,5,659.69,"Elago"
"12380",117641.6396,52,2,4,1,628.16,"Belkin"
"12381",50168.77364,44,2,8,5,480.14,"Elago"
"12384",108094.3417,64,3,9,3,746.35,"Elago"
"12386",116080.6148,65,3,19,8,630.08,"Belkin"
"12388",95243.01469,37,3,7,8,643.29,"Belkin"
"12392",48490.8432,35,1,7,2,570.84,"Elago"
"12393",83447.28994,58,2,13,2,704.71,"Belkin"
"12394",26667.80192,44,2,18,8,582.9,"Elago"
"12395",84927.05267,26,2,19,6,562.51,"Elago"
"12396",114220.7056,70,2,7,2,677.28,"Belkin"
"12398",53517.02624,28,2,19,2,616.34,"Elago"
"12400",70716.97607,49,2,7,5,620.52,"Elago"
"12402",90537.0496,35,2,2,2,665.35,"Belkin"
"12404",83210.48658,58,3,3,7,556.18,"Belkin"
"12405",58740.84339,35,2,7,2,554.69,"Belkin"
"12406",84927.78783,72,2,13,0,657.39,"Belkin"
"12407",49399.84678,68,3,8,8,612.41,"Belkin"
"12408",90274.14966,42,2,3,2,711.09,"Belkin"
"12409",46566.55638,45,1,3,2,540.02,"Elago"
"12410",113410.7867,32,3,3,3,706.11,"Elago"
"12411",114291.8848,52,3,1,2,745.37,"Belkin"
"12412",120431.1414,54,3,1,5,772.19,"Belkin"
"12413",93563.92203,30,3,14,4,576.03,"Belkin"
"12414",105165.2234,36,3,20,0,713.52,"Elago"
"12416",95853.42304,66,2,13,7,655.34,"Belkin"
"12417",122357.4325,65,3,13,0,659.15,"Elago"
"12418",63830.79377,35,2,7,5,633.51,"Elago"
"12419",95154.69025,25,2,20,7,694.14,"Belkin"
"12422",146458.0149,34,4,1,7,675.43,"Belkin"
"12424",111933.8327,75,3,2,4,701.24,"Elago"
"12425",100908.9296,62,3,5,7,744.56,"Belkin"
"12427",52551.36703,38,2,5,2,648.42,"Elago"
"12428",47976.75828,27,2,17,0,647.06,"Elago"
"12429",141737.6744,47,3,17,0,833.41,"Elago"
"12431",107893.0015,79,3,4,6,739.77,"Belkin"
"12432",48105.82232,55,2,16,3,585.23,"Elago"
"12433",100381.6369,30,3,13,7,745.99,"Belkin"
"12434",44339.42068,35,2,3,3,530.01,"Elago"
"12435",129507.6881,77,3,2,8,734.05,"Belkin"
"12436",100124.8367,20,3,17,1,668.47,"Elago"
"12437",42545.27923,38,2,10,2,503.66,"Elago"
"12438",50751.60196,28,2,20,8,520.53,"Elago"
"12439",120316.5527,36,2,8,6,623.71,"Elago"
"12440",35710.16058,54,1,7,0,536.67,"Elago"
"12442",120483.8355,55,3,5,7,735.08,"Belkin"
"12443",72238.88302,67,1,15,8,607.31,"Belkin"
